"Order","Level","Ref","Parent","Code","Parent","Description_NL","Unit","Description_unit_NL"
"2202032","5","020610100080","020610000080","0206 10 10","0206 10","-- bestemd voor de vervaardiging van farmaceutische producten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202033","5","020610950010","020610000080",,"0206 10","-- andere",,
"2202034","6","020610950080","020610950010","0206 10 95",,"--- longhaasjes en omlopen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202035","6","020610980080","020610950010","0206 10 98",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202036","4","020621000010","020600000080",,"0206","- van runderen, bevroren",,
"2202037","5","020621000080","020621000010","0206 21 00",,"-- tongen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202038","5","020622000080","020621000010","0206 22 00",,"-- levers","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202039","5","020629000080","020621000010","0206 29",,"-- andere",,
"2202040","6","020629100080","020629000080","0206 29 10","0206 29","--- bestemd voor de vervaardiging van farmaceutische producten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202041","6","020629910010","020629000080",,"0206 29","--- andere",,
"2202042","7","020629910080","020629910010","0206 29 91",,"---- longhaasjes en omlopen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202043","7","020629990080","020629910010","0206 29 99",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202044","4","020630000080","020600000080","0206 30 00","0206","- van varkens, vers of gekoeld","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202045","4","020641000010","020600000080",,"0206","- van varkens, bevroren",,
"2202046","5","020641000080","020641000010","0206 41 00",,"-- levers","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202047","5","020649000080","020641000010","0206 49 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202048","4","020680000080","020600000080","0206 80","0206","- andere, vers of gekoeld",,
"2202049","5","020680100080","020680000080","0206 80 10","0206 80","-- bestemd voor de vervaardiging van farmaceutische producten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202050","5","020680910010","020680000080",,"0206 80","-- andere",,
"2202051","6","020680910080","020680910010","0206 80 91",,"--- van paarden, van ezels, van muildieren en van muilezels","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202052","6","020680990080","020680910010","0206 80 99",,"--- van schapen en van geiten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202053","4","020690000080","020600000080","0206 90","0206","- andere, bevroren",,
"2202054","5","020690100080","020690000080","0206 90 10","0206 90","-- bestemd voor de vervaardiging van farmaceutische producten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202055","5","020690910010","020690000080",,"0206 90","-- andere",,
"2202056","6","020690910080","020690910010","0206 90 91",,"--- van paarden, van ezels, van muildieren en van muilezels","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202057","6","020690990080","020690910010","0206 90 99",,"--- van schapen en van geiten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202058","3","020700000080","020021000090","0207","02","Vlees en eetbare slachtafvallen van pluimvee (bedoeld bij post 0105), vers, gekoeld of bevroren",,
"2202059","4","020711000010","020700000080",,"0207","- van pluimvee van de soort Gallus domesticus",,
"2202060","5","020711000080","020711000010","0207 11",,"-- niet in stukken gesneden, vers of gekoeld",,
"2202061","6","020711100080","020711000080","0207 11 10","0207 11","--- geplukt, ontdarmd, met kop en met poten (zogenaamde kippen 83 %)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202062","6","020711300080","020711000080","0207 11 30","0207 11","--- geplukt, schoongemaakt, zonder kop en zonder poten, doch met hals, met hart, met lever en met spiermaag (zogenaamde kippen 70 %)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202063","6","020711900080","020711000080","0207 11 90","0207 11","--- geplukt, schoongemaakt, zonder kop, zonder hals, zonder poten, zonder hart, zonder lever en zonder spiermaag (zogenaamde kippen 65 %), of in andere staat aangeboden","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202064","5","020712000080","020711000010","0207 12",,"-- niet in stukken gesneden, bevroren",,
"2202065","6","020712100080","020712000080","0207 12 10","0207 12","--- geplukt, schoongemaakt, zonder kop en zonder poten, doch met hals, met hart, met lever en met spiermaag (zogenaamde kippen 70 %)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202066","6","020712900080","020712000080","0207 12 90","0207 12","--- geplukt, schoongemaakt, zonder kop, zonder hals, zonder poten, zonder hart, zonder lever en zonder spiermaag (zogenaamde kippen 65 %), of in andere staat aangeboden","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202067","5","020713000080","020711000010","0207 13",,"-- delen en slachtafvallen, vers of gekoeld",,
"2202068","6","020713100010","020713000080",,"0207 13","--- delen",,
"2202069","7","020713100080","020713100010","0207 13 10",,"---- zonder been","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202070","7","020713200010","020713100010",,,"---- met been",,
"2202071","8","020713200080","020713200010","0207 13 20",,"----- helften en kwarten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202072","8","020713300080","020713200010","0207 13 30",,"----- hele vleugels, ook indien zonder spits","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202073","8","020713400080","020713200010","0207 13 40",,"----- ruggen; halzen; ruggen met halzen; staarten; vleugelspitsen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202074","8","020713500080","020713200010","0207 13 50",,"----- borsten en delen daarvan","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202075","8","020713600080","020713200010","0207 13 60",,"----- dijen en delen daarvan","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202076","8","020713700080","020713200010","0207 13 70",,"----- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202077","6","020713910010","020713000080",,"0207 13","--- slachtafvallen",,
"2202078","7","020713910080","020713910010","0207 13 91",,"---- levers","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202079","7","020713990080","020713910010","0207 13 99",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202080","5","020714000080","020711000010","0207 14",,"-- delen en slachtafvallen, bevroren",,
"2202081","6","020714100010","020714000080",,"0207 14","--- delen",,
"2202082","7","020714100080","020714100010","0207 14 10",,"---- zonder been","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202083","7","020714200010","020714100010",,,"---- met been",,
"2202084","8","020714200080","020714200010","0207 14 20",,"----- helften en kwarten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202085","8","020714300080","020714200010","0207 14 30",,"----- hele vleugels, ook indien zonder spits","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202086","8","020714400080","020714200010","0207 14 40",,"----- ruggen; halzen; ruggen met halzen; staarten; vleugelspitsen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202087","8","020714500080","020714200010","0207 14 50",,"----- borsten en delen daarvan","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202088","8","020714600080","020714200010","0207 14 60",,"----- dijen en delen daarvan","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202089","8","020714700080","020714200010","0207 14 70",,"----- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202090","6","020714910010","020714000080",,"0207 14","--- slachtafvallen",,
"2202091","7","020714910080","020714910010","0207 14 91",,"---- levers","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202092","7","020714990080","020714910010","0207 14 99",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202093","4","020724000010","020700000080",,"0207","- van kalkoenen",,
"2202094","5","020724000080","020724000010","0207 24",,"-- niet in stukken gesneden, vers of gekoeld",,
"2202095","6","020724100080","020724000080","0207 24 10","0207 24","--- geplukt, schoongemaakt, zonder kop en zonder poten, doch met hals, met hart, met lever en met spiermaag (zogenaamde kalkoenen 80 %)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202096","6","020724900080","020724000080","0207 24 90","0207 24","--- geplukt, schoongemaakt, zonder kop, zonder hals, zonder poten, zonder hart, zonder lever en zonder spiermaag (zogenaamde kalkoenen 73 %), of in andere staat aangeboden","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202097","5","020725000080","020724000010","0207 25",,"-- niet in stukken gesneden, bevroren",,
"2202098","6","020725100080","020725000080","0207 25 10","0207 25","--- geplukt, schoongemaakt, zonder kop en zonder poten, doch met hals, met hart, met lever en met spiermaag (zogenaamde kalkoenen 80 %)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202099","6","020725900080","020725000080","0207 25 90","0207 25","--- geplukt, schoongemaakt, zonder kop, zonder hals, zonder poten, zonder hart, zonder lever en zonder spiermaag (zogenaamde kalkoenen 73 %), of in andere staat aangeboden","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202100","5","020726000080","020724000010","0207 26",,"-- delen en slachtafvallen, vers of gekoeld",,
"2202101","6","020726100010","020726000080",,"0207 26","--- delen",,
"2202102","7","020726100080","020726100010","0207 26 10",,"---- zonder been","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202103","7","020726200010","020726100010",,,"---- met been",,
"2202104","8","020726200080","020726200010","0207 26 20",,"----- helften en kwarten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202105","8","020726300080","020726200010","0207 26 30",,"----- hele vleugels, ook indien zonder spits","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202106","8","020726400080","020726200010","0207 26 40",,"----- ruggen; halzen; ruggen met halzen; staarten; vleugelspitsen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202107","8","020726500080","020726200010","0207 26 50",,"----- borsten en delen daarvan","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202108","8","020726600010","020726200010",,,"----- dijen en delen daarvan",,
"2202109","9","020726600080","020726600010","0207 26 60",,"------ onderdijen en delen daarvan","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202110","9","020726700080","020726600010","0207 26 70",,"------ andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202111","8","020726800080","020726200010","0207 26 80",,"----- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202112","6","020726910010","020726000080",,"0207 26","--- slachtafvallen",,
"2202113","7","020726910080","020726910010","0207 26 91",,"---- levers","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202114","7","020726990080","020726910010","0207 26 99",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202115","5","020727000080","020724000010","0207 27",,"-- delen en slachtafvallen, bevroren",,
"2202116","6","020727100010","020727000080",,"0207 27","--- delen",,
"2202117","7","020727100080","020727100010","0207 27 10",,"---- zonder been","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202118","7","020727200010","020727100010",,,"---- met been",,
"2202119","8","020727200080","020727200010","0207 27 20",,"----- helften en kwarten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202120","8","020727300080","020727200010","0207 27 30",,"----- hele vleugels, ook indien zonder spits","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202121","8","020727400080","020727200010","0207 27 40",,"----- ruggen; halzen; ruggen met halzen; staarten; vleugelspitsen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202122","8","020727500080","020727200010","0207 27 50",,"----- borsten en delen daarvan","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
