"Order","Level","Ref","Parent","Code","Parent_code","Description","Description_EN","Unit","Description_unit_EN"
"2201984","7","020329150080","020329110010","0203 29 15",,"---- Bellies (streaky) and cuts thereof","Frozen bellies ""streaky"" and cuts thereof of domestic swine","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201985","7","020329550010","020329110010",,,"---- Other",,,
"2201986","8","020329550080","020329550010","0203 29 55",,"----- Boneless","Frozen boneless meat of domestic swine (excl. bellies and cuts thereof)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201987","8","020329590080","020329550010","0203 29 59",,"----- Other","Frozen meat of domestic swine, with bone in (excl. carcases and half-carcases, hams, shoulders and cuts thereof, and fore-ends, loins, bellies and cuts thereof)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201988","6","020329900080","020329000080","0203 29 90","0203 29","--- Other","Frozen meat of non-domestic swine (excl. carcases and half-carcases and hams, shoulders and cuts thereof, with bone in)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201989","3","020400000080","020021000090","0204","02","Meat of sheep or goats, fresh, chilled or frozen","Meat of sheep or goats, fresh, chilled or frozen",,
"2201990","4","020410000080","020400000080","0204 10 00","0204","- Carcases and half-carcases of lamb, fresh or chilled","Fresh or chilled lamb carcases and half-carcases","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201991","4","020421000010","020400000080",,"0204","- Other meat of sheep, fresh or chilled",,,
"2201992","5","020421000080","020421000010","0204 21 00",,"-- Carcases and half-carcases","Fresh or chilled sheep carcases and half-carcases (excl. lambs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201993","5","020422000080","020421000010","0204 22",,"-- Other cuts with bone in","Fresh or chilled cuts of sheep, with bone in (excl. carcases and half-carcases)",,
"2201994","6","020422100080","020422000080","0204 22 10","0204 22","--- Short forequarters","Fresh or chilled sheep short forequarters","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201995","6","020422300080","020422000080","0204 22 30","0204 22","--- Chines and/or best ends","Fresh or chilled sheep chines and/or best ends","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201996","6","020422500080","020422000080","0204 22 50","0204 22","--- Legs","Fresh or chilled sheep legs","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201997","6","020422900080","020422000080","0204 22 90","0204 22","--- Other","Fresh or chilled boneless cuts of sheep, with bone in (excl. carcases and half-carcases, short forequarters, chines and/or best ends, and legs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201998","5","020423000080","020421000010","0204 23 00",,"-- Boneless","Fresh or chilled boneless cuts of sheep","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2201999","4","020430000080","020400000080","0204 30 00","0204","- Carcases and half-carcases of lamb, frozen","Frozen lamb carcases and half-carcases","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202000","4","020441000010","020400000080",,"0204","- Other meat of sheep, frozen",,,
"2202001","5","020441000080","020441000010","0204 41 00",,"-- Carcases and half-carcases","Frozen sheep carcases and half-carcases (excl. lambs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202002","5","020442000080","020441000010","0204 42",,"-- Other cuts with bone in","Frozen cuts of sheep, with bone in (excl. carcases and half-carcases)",,
"2202003","6","020442100080","020442000080","0204 42 10","0204 42","--- Short forequarters","Frozen sheep short forequarters","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202004","6","020442300080","020442000080","0204 42 30","0204 42","--- Chines and/or best ends","Frozen sheep chines and/or best ends","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202005","6","020442500080","020442000080","0204 42 50","0204 42","--- Legs","Frozen sheep legs","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202006","6","020442900080","020442000080","0204 42 90","0204 42","--- Other","Frozen cuts of sheep, with bone in (excl. carcases and half-carcases, short forequarters, chines and/or best ends, and legs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202007","5","020443000080","020441000010","0204 43",,"-- Boneless","Frozen boneless cuts of sheep",,
"2202008","6","020443100080","020443000080","0204 43 10","0204 43","--- Of lamb","Frozen meat of lambs, boneless, frozen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202009","6","020443900080","020443000080","0204 43 90","0204 43","--- Other","Frozen meat of sheep, boneless (excl. lamb)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202010","4","020450000080","020400000080","0204 50","0204","- Meat of goats","Fresh, chilled or frozen meat of goats",,
"2202011","5","020450110010","020450000080",,"0204 50","-- Fresh or chilled",,,
"2202012","6","020450110080","020450110010","0204 50 11",,"--- Carcases and half-carcases","Fresh or chilled goat carcases and half-carcases","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202013","6","020450130080","020450110010","0204 50 13",,"--- Short forequarters","Fresh or chilled goat short forequarters","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202014","6","020450150080","020450110010","0204 50 15",,"--- Chines and/or best ends","Fresh or chilled goat chines and/or best ends","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202015","6","020450190080","020450110010","0204 50 19",,"--- Legs","Fresh or chilled legs of goat","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202016","6","020450310010","020450110010",,,"--- Other",,,
"2202017","7","020450310080","020450310010","0204 50 31",,"---- Cuts with bone in","Fresh or chilled cuts of goat, with bone in (excl. carcases and half-carcases, short forequarters, chines and/or best ends, and legs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202018","7","020450390080","020450310010","0204 50 39",,"---- Boneless cuts","Fresh or chilled boneless cuts of goat","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202019","5","020450510010","020450000080",,"0204 50","-- Frozen",,,
"2202020","6","020450510080","020450510010","0204 50 51",,"--- Carcases and half-carcases","Frozen goat carcases and half-carcases","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202021","6","020450530080","020450510010","0204 50 53",,"--- Short forequarters","Frozen goat short forequarters","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202022","6","020450550080","020450510010","0204 50 55",,"--- Chines and/or best ends","Frozen goat chines and/or best ends","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202023","6","020450590080","020450510010","0204 50 59",,"--- Legs","Frozen goat legs","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202024","6","020450710010","020450510010",,,"--- Other",,,
"2202025","7","020450710080","020450710010","0204 50 71",,"---- Cuts with bone in","Frozen cuts of goat, with bone in (excl. carcases and half-carcases, short forequarters, chines and/or best ends, and legs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202026","7","020450790080","020450710010","0204 50 79",,"---- Boneless cuts","Frozen boneless cuts of goat","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202027","3","020500000080","020021000090","0205 00","02","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",,
"2202028","4","020500200080","020500000080","0205 00 20","0205 00","- Fresh or chilled","Fresh or chilled meat of horses, asses, mules or hinnies","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202029","4","020500800080","020500000080","0205 00 80","0205 00","- Frozen","Frozen meat of horses, asses, mules or hinnies","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202030","3","020600000080","020021000090","0206","02","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen","Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",,
"2202031","4","020610000080","020600000080","0206 10","0206","- Of bovine animals, fresh or chilled","Fresh or chilled edible offal of bovine animals",,
"2202032","5","020610100080","020610000080","0206 10 10","0206 10","-- For the manufacture of pharmaceutical products","Fresh or chilled edible bovine offal for manufacture of pharmaceutical products","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202033","5","020610950010","020610000080",,"0206 10","-- Other",,,
"2202034","6","020610950080","020610950010","0206 10 95",,"--- Thick skirt and thin skirt","Fresh or chilled edible bovine thick and thin skirt (excl. for manufacture of pharmaceutical products)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202035","6","020610980080","020610950010","0206 10 98",,"--- Other","Fresh or chilled edible bovine offal (excl. for manufacture of pharmaceutical products, thick and thin skirt)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202036","4","020621000010","020600000080",,"0206","- Of bovine animals, frozen",,,
"2202037","5","020621000080","020621000010","0206 21 00",,"-- Tongues","Frozen edible bovine tongues","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202038","5","020622000080","020621000010","0206 22 00",,"-- Livers","Frozen edible bovine livers","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202039","5","020629000080","020621000010","0206 29",,"-- Other","Frozen edible bovine offal (excl. tongues and livers)",,
"2202040","6","020629100080","020629000080","0206 29 10","0206 29","--- For the manufacture of pharmaceutical products","Frozen edible bovine offal for manufacture of pharmaceutical products (excl. tongues and livers)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202041","6","020629910010","020629000080",,"0206 29","--- Other",,,
"2202042","7","020629910080","020629910010","0206 29 91",,"---- Thick skirt and thin skirt","Frozen edible bovine thick and thin skirt (excl. for manufacture of pharmaceutical products)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202043","7","020629990080","020629910010","0206 29 99",,"---- Other","Frozen edible bovine offal (excl. for manufacture of pharmaceutical products, tongues, livers and thick and thin skirt)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202044","4","020630000080","020600000080","0206 30 00","0206","- Of swine, fresh or chilled","Fresh or chilled edible offal of swine","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202045","4","020641000010","020600000080",,"0206","- Of swine, frozen",,,
"2202046","5","020641000080","020641000010","0206 41 00",,"-- Livers","Frozen edible livers of swine","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202047","5","020649000080","020641000010","0206 49 00",,"-- Other","Edible offal of swine, frozen (excl. livers)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202048","4","020680000080","020600000080","0206 80","0206","- Other, fresh or chilled","Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",,
"2202049","5","020680100080","020680000080","0206 80 10","0206 80","-- For the manufacture of pharmaceutical products","Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies, for manufacture of pharmaceutical products","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2202050","5","020680910010","020680000080",,"0206 80","-- Other",,,
"2202051","6","020680910080","020680910010","0206 80 91",,"--- Of horses, asses, mules and hinnies","Fresh or chilled edible offal of horses, asses, mules and hinnies (excl. for manufacture of pharmaceutical products)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
